go_struct,type_token,field_name,json_key,declared_in,go_type,container,ref_struct,values,applicable,required,required_when,default,default_by,evidence,evidence_ref,deprecated,corpus_count,corpus_prod_count,harness,review,reviewed_hash,description,notes
OutputChannelConfig,memory,UseOriginalHeaders,use_original_headers,OutputChannelConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:835,no,0,0,untestable,reviewed,c3314fa61994,Use the original headers that came with the input file (csv only) rather than the uniquefied headers JetStore processes with; applies to type output and to the stage channels leading to an output channel.,Not meaningful for an in-memory channel; the declaration comment scopes the flag to type output and the stage channels leading to an output channel.
OutputChannelConfig,memory,UseInputParquetSchema,use_input_parquet_schema,OutputChannelConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:836,no,0,0,untestable,reviewed,5b4109385b00,"Use the same parquet schema as the input file (types stage, output).","Type stage and output only, per the declaration comment."
OutputChannelConfig,memory,SchemaProvider,schema_provider,OutputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:837,no,0,0,untestable,reviewed,ab3ec84dadd6,"Key of a schema_providers entry; alternative to format (types stage, output).","Type stage and output only, per the declaration comment."
OutputChannelConfig,memory,WriteStepId,write_step_id,OutputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:838,no,0,0,untestable,reviewed,1a137de416ac,Step id in the stage location to write to (type stage).,"Type stage only, per the declaration comment."
OutputChannelConfig,memory,OutputTableKey,output_table_key,OutputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:839,no,0,0,untestable,reviewed,0a8c605d2d18,Key of the output_tables entry to write to (type sql).,"Type sql only, per the declaration comment."
OutputChannelConfig,memory,FileKey2,output_location,OutputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:840,no,0,0,untestable,reviewed,2febd7edd08e,Custom output location; replaces key_prefix and file_name (type output).,"Type output only, per the declaration comment."
OutputChannelConfig,memory,SpecName,channel_spec_name,OutputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/compute_pipes.go:252,no,300,297,untestable,reviewed,432e04f35d6c,"Key of the channels entry providing this channel's spec, when it differs from name.",-
OutputChannelConfig,stage,Comment,comment,OutputChannelConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:791,no,0,0,pass,reviewed,9220e55a6196,Free text for the reader; ignored by JetStore.,-
OutputChannelConfig,stage,BadRowsConfig,bad_rows_config,FileConfig,*BadRowsSpec,object,BadRowsSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:312,no,0,0,untestable,reviewed,2c5e7a39e15f,How to identify and route bad input rows.,applicable/required ruled by Michel 2026-08-16 (bucket-2 review): the token never reads this field.
OutputChannelConfig,stage,BlankFieldMarkers,blank_field_markers,FileConfig,*BlankFieldMarkersSpec,object,BlankFieldMarkersSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:313,no,0,0,untestable,reviewed,f1d73296e746,Marker texts treated as blank (null) values.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,Bucket,bucket,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:314,no,0,0,pass,reviewed,ddd8d2d38a4b,S3 bucket holding the file.,-
OutputChannelConfig,stage,Compression,compression,FileConfig,string,scalar,-,none|snappy,yes,no,-,-,none,corpus,-,no,90,87,pass,reviewed,870aea340826,"Compression: none, snappy (default). Does not apply to parquet format (always snappy). UseInputParquetSchema to use the same schema as the input file. UseOriginalHeaders to use the headers from the input file (csv only). Must have save_parquet_schema = true in the cpipes first input_channel. OutputLocation: jetstore_s3_schema_events, jetstore_s3_input, jetstore_s3_output (default), or custom location. When OutputLocation is jetstore_s3_input it will also write to the input bucket. When using jetstore_s3_input and jetstore_s3_schema_events you must specify WriteStepId to specify the step id in stage location to output the file. When OutputLocation uses a custom location, it replaces KeyPrefix and FileName. OutputLocation must ends with ""/"" if we want to use default file name (i.e. OutputLocation does not include the file name).",-
OutputChannelConfig,stage,Delimiter,delimiter,FileConfig,rune,scalar,-,-,yes,no,-,44,validator,comment,jets/compute_pipes/pipes_model.go:316,no,0,0,pass,reviewed,d625ef3fb32e,"Field delimiter, as a code point (a json number).",-
OutputChannelConfig,stage,DetectCrAsEol,detect_cr_as_eol,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:317,no,0,0,untestable,reviewed,7635881dac47,"Detect whether \r is used as eol (csv, headerless_csv).",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,DetectEncoding,detect_encoding,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:318,no,0,0,untestable,reviewed,83ef97cb9c5f,"Detect the file encoding (limited), for text formats.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,DiscardFileHeaders,discard_file_headers,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:319,no,0,0,untestable,reviewed,912d84e956d4,Discard the input file's headers; headers then come from the configuration or the schema provider.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,DomainClass,domain_class,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:320,no,0,0,pass,reviewed,8e78915892b9,Domain class of the records.,-
OutputChannelConfig,stage,DomainKeys,domain_keys,FileConfig,map[string]any,map,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:321,no,0,0,pass,reviewed,b82348ee7265,Domain key configuration for the records.,-
OutputChannelConfig,stage,DropExcedentHeaders,drop_excedent_headers,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:322,no,0,0,untestable,reviewed,6bd22f881b00,Drop headers beyond the configured columns.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,Encoding,encoding,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:323,no,0,0,pass,reviewed,88484e5ef257,Character encoding of the file.,-
OutputChannelConfig,stage,EnforceRowMaxLength,enforce_row_max_length,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:324,no,0,0,untestable,reviewed,a5a61521b68b,Fail rows with extra characters past the last field (text formats).,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,EnforceRowMinLength,enforce_row_min_length,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:325,no,0,0,untestable,reviewed,09557da4cef9,Require all columns in the input record; otherwise missing columns are null (text formats).,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,EolByte,eol_byte,FileConfig,byte,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:326,no,0,0,untestable,reviewed,f8ef2ba47a83,"Byte to use as eol (csv, headerless_csv).",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,FailOnEmptyColumnName,fail_on_empty_column_name,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:327,no,0,0,untestable,reviewed,d34bd3a79c6c,"Fail when a column name is empty (csv), preventing a data row from standing as headers.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,FileKey,file_key,FileConfig,string,scalar,-,-,yes,conditional,absent(write_step_id),-,none,validator,jets/compute_pipes/actions_start_common.go:1651,no,14,14,pass,reviewed,f8e1775330cc,"S3 object key of the file, or its directory when is_part_files; on output configs this is the output location.",B.7 corrected required=no: a stage channel must carry write_step_id or file_key.
OutputChannelConfig,stage,LookbackPeriods,lookback_periods,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:329,no,0,0,untestable,reviewed,d513a5193f83,"Reads earlier source periods when the input is selected by explicit file_key from the stage area: the key is expanded once per period, substituting ${PERIOD_ID}, and the file listings are concatenated. Format: 'N' reads the current period plus N periods back; 'offset:last' reads current-offset back through current-last ('1:1' is the previous period only). Values may reference env vars; ${PERIOD_ID_TYPE} must name the current period id in the env.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,FileName,file_name,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:330,no,0,0,pass,reviewed,444af57e35d6,File name of the output file (type output).,-
OutputChannelConfig,stage,FixedWidthColumnsCsv,fixed_width_columns_csv,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:331,no,0,0,pass,reviewed,65627fb75508,"Column names and offsets for the fixed_width format, as csv text.",-
OutputChannelConfig,stage,Format,format,FileConfig,string,scalar,-,csv|headerless_csv|fixed_width|parquet,yes,no,-,-,none,corpus,-,no,94,91,pass,reviewed,3d700467856a,"Format: file format, range values: csv, headerless_csv, fixed_width.","B.9 correction (2026-08-16, criterion: a real config that fails means the schema is wrong): parquet added - the validator normalises parquet-prefixed formats and the parquet writer exists; 2 live configs write parquet."
OutputChannelConfig,stage,InputFormatDataJson,input_format_data_json,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:333,no,0,0,untestable,reviewed,e9d739d89184,"Format-specific reader config as json, eg the sheet name for xlsx.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,IsPartFiles,is_part_files,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:334,no,0,0,untestable,reviewed,69907e1e39c0,The file key is a directory of part files rather than a single file.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,KeyPrefix,key_prefix,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:335,no,0,0,pass,reviewed,b66b6f3bd4b9,"KeyPrefix is optional, default to $PATH_FILE_KEY. Use $CURRENT_PARTITION_LABEL in KeyPrefix and FileName to substitute with current partition label. Other available env substitution (this is not comprehensive list, any defined env var can be used): $FILE_KEY main input file key. $SESSIONID current session id. ${REQUEST_ID} current request id. $PROCESS_NAME current process name. $PATH_FILE_KEY file key path portion. $NAME_FILE_KEY file key file name portion (empty when in part files mode). $SHARD_ID current node id. $JETS_PARTITION_LABEL current node partition label.",-
OutputChannelConfig,stage,MainInputRowCount,main_input_row_count,FileConfig,int64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:336,no,0,0,untestable,reviewed,364132ed2646,The total record count of the main input: the sum of input_records_count at step reducing00. start_reducing_cp carries it from step to step and exposes it to When expressions as $MAIN_INPUT_ROW_COUNT.,applicable ruled by Michel 2026-08-16 (applicable review): dead-field candidate - no reader of MainInputRowCount anywhere in jets/ (the live one is StartComputePipesArgs's).
OutputChannelConfig,stage,MultiColumnsInput,multi_columns_input,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:337,no,0,0,untestable,reviewed,99307a3a0d2e,"Require multiple columns in the input file, to detect a wrong delimiter (csv, headerless_csv).",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,NbrRowsInRecord,nbr_rows_in_record,FileConfig,int64,scalar,-,-,yes,no,-,-,none,corpus,-,no,1,1,pass,reviewed,9cc663af49eb,NbrRowsInRecord: nbr of rows in record (applicable to format: parquet),-
OutputChannelConfig,stage,NoQuotes,no_quotes,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:339,no,0,0,pass,reviewed,b351954a2cea,"Never quote records on the csv writer, even when a record contains a quote.",-
OutputChannelConfig,stage,ParquetSchema,parquet_schema,FileConfig,*ParquetSchemaInfo,object,ParquetSchemaInfo,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:340,no,0,0,pass,reviewed,4f4650cc3c72,Schema of the parquet file; typically populated by JetStore from the input file.,-
OutputChannelConfig,stage,PutHeadersOnFirstPartition,put_headers_on_first_partition,FileConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,3,3,pass,reviewed,0417d7dabeff,Write the header line on the first partition file.,"Pairs with use_original_headers: when the downstream output channel sets both flags, the stage channels leading to it must set both as well (validateOriginalHeadersStagePath)."
OutputChannelConfig,stage,QuoteAllRecords,quote_all_records,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:342,no,0,0,pass,reviewed,5849a9bbbc80,Quote every record on the csv writer.,-
OutputChannelConfig,stage,ReadBatchSize,read_batch_size,FileConfig,int64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:343,no,0,0,untestable,reviewed,20796f222031,Nbr of rows to read per record (format parquet).,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,ReadDateLayout,read_date_layout,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:344,no,0,0,untestable,reviewed,ad6d4ddbaa7f,Date layout used to parse dates on read.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,ReorderColumnsOnRead,reorder_columns_on_read,FileConfig,[]int,array,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:345,no,0,0,untestable,reviewed,23f2492f3d14,Column positions used to reorder the input columns on read.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,TrimColumns,trim_columns,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:346,no,0,0,untestable,reviewed,45b788bbec65,Trim whitespace around column values.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,UseLazyQuotes,use_lazy_quotes,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:347,no,0,0,untestable,reviewed,21c7ca2ee524,Tolerant csv quote handling; see csv.NewReader.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,UseLazyQuotesSpecial,use_lazy_quotes_special,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:348,no,0,0,untestable,reviewed,a16193bde047,Variant of use_lazy_quotes; see csv.NewReader.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,VariableFieldsPerRecord,variable_fields_per_record,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:349,no,0,0,untestable,reviewed,c973191069b3,Allow a variable number of fields per record; see csv.NewReader.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,stage,WriteDateLayout,write_date_layout,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:350,no,0,0,pass,reviewed,40a30cf912b3,Date layout used to format dates on write.,-
OutputChannelConfig,stage,OutputEncoding,output_encoding,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:351,no,0,0,pass,reviewed,7e79c6fcbb6d,Character encoding of the output file.,"Defaults to the channel's encoding when unset, applied by the schema-provider sync."
OutputChannelConfig,stage,OutputEncodingSameAsInput,output_encoding_same_as_input,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:352,no,0,0,pass,reviewed,ebeccb190b24,Use the input file's encoding for the output.,-
OutputChannelConfig,stage,Type,type,OutputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,validator,jets/compute_pipes/actions_start_common.go:1599,no,134,131,untestable,reviewed,a1bb8e5275bd,"The channel type. Range: memory (default), stage, output, sql.","An absent type means memory, so a non-default token must write it."
OutputChannelConfig,stage,Name,name,OutputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:793,no,134,131,pass,reviewed,2f1e85f04e3f,"Name: output channel name, required (must exist in the channels section of the config document) Format: file format, range values: csv, headerless_csv, fixed_width. NbrRowsInRecord: nbr of rows in record (applicable to format: parquet) Compression: none, snappy (default). Does not apply to parquet format (always snappy). UseInputParquetSchema to use the same schema as the input file. UseOriginalHeaders to use the headers from the input file (csv only). Must have save_parquet_schema = true in the cpipes first input_channel. OutputLocation: jetstore_s3_schema_events, jetstore_s3_input, jetstore_s3_output (default), or custom location. When OutputLocation is jetstore_s3_input it will also write to the input bucket. When using jetstore_s3_input and jetstore_s3_schema_events you must specify WriteStepId to specify the step id in stage location to output the file. When OutputLocation uses a custom location, it replaces KeyPrefix and FileName. OutputLocation must ends with ""/"" if we want to use default file name (i.e. OutputLocation does not include the file name).",-
OutputChannelConfig,stage,UseOriginalHeaders,use_original_headers,OutputChannelConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,3,3,pass,reviewed,586021215bf1,Use the original headers that came with the input file (csv only) rather than the uniquefied headers JetStore processes with; applies to type output and to the stage channels leading to an output channel.,"The header line written on the first stage partition (put_headers_on_first_partition) is what the merge concatenates into the final output file via s3 multipart copy, so this flag on a stage channel is what puts the original headers on the final output without the lambda touching the part files. Must pair with put_headers_on_first_partition when the downstream output channel sets both flags (validateOriginalHeadersStagePath)."
OutputChannelConfig,stage,UseInputParquetSchema,use_input_parquet_schema,OutputChannelConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:836,no,2,2,pass,reviewed,2ac5a12fc174,"Use the same parquet schema as the input file (types stage, output).",-
OutputChannelConfig,stage,SchemaProvider,schema_provider,OutputChannelConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:837,no,11,11,pass,reviewed,2326905adabd,"Key of a schema_providers entry; alternative to format (types stage, output).",-
OutputChannelConfig,stage,WriteStepId,write_step_id,OutputChannelConfig,string,scalar,-,-,yes,conditional,absent(file_key),-,none,validator,jets/compute_pipes/actions_start_common.go:1651,no,120,117,untestable,reviewed,8498ed8358e7,Step id in the stage location to write to (type stage).,B.7 corrected required=no: a stage channel must carry write_step_id or file_key.
OutputChannelConfig,stage,OutputTableKey,output_table_key,OutputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:839,no,0,0,untestable,reviewed,cdc8e322a61f,Key of the output_tables entry to write to (type sql).,"Type sql only, per the declaration comment."
OutputChannelConfig,stage,FileKey2,output_location,OutputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:840,no,0,0,untestable,reviewed,5923c68efca2,Custom output location; replaces key_prefix and file_name (type output).,"Type output only, per the declaration comment."
OutputChannelConfig,stage,SpecName,channel_spec_name,OutputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/compute_pipes.go:252,no,134,131,untestable,reviewed,d73ac8700105,"Key of the channels entry providing this channel's spec, when it differs from name.",-
OutputChannelConfig,output,Comment,comment,OutputChannelConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:791,no,0,0,pass,reviewed,3263855a4436,Free text for the reader; ignored by JetStore.,-
OutputChannelConfig,output,BadRowsConfig,bad_rows_config,FileConfig,*BadRowsSpec,object,BadRowsSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:312,no,0,0,untestable,reviewed,d5a125952951,How to identify and route bad input rows.,applicable/required ruled by Michel 2026-08-16 (bucket-2 review): the token never reads this field.
OutputChannelConfig,output,BlankFieldMarkers,blank_field_markers,FileConfig,*BlankFieldMarkersSpec,object,BlankFieldMarkersSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:313,no,0,0,untestable,reviewed,93e8229a0db9,Marker texts treated as blank (null) values.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,Bucket,bucket,FileConfig,string,scalar,-,-,yes,no,-,-,none,corpus,-,no,3,3,pass,reviewed,481940253926,S3 bucket holding the file.,-
OutputChannelConfig,output,Compression,compression,FileConfig,string,scalar,-,none|snappy,yes,no,-,-,none,corpus,-,no,3,2,pass,reviewed,403112c416b3,"Compression: none, snappy (default). Does not apply to parquet format (always snappy). UseInputParquetSchema to use the same schema as the input file. UseOriginalHeaders to use the headers from the input file (csv only). Must have save_parquet_schema = true in the cpipes first input_channel. OutputLocation: jetstore_s3_schema_events, jetstore_s3_input, jetstore_s3_output (default), or custom location. When OutputLocation is jetstore_s3_input it will also write to the input bucket. When using jetstore_s3_input and jetstore_s3_schema_events you must specify WriteStepId to specify the step id in stage location to output the file. When OutputLocation uses a custom location, it replaces KeyPrefix and FileName. OutputLocation must ends with ""/"" if we want to use default file name (i.e. OutputLocation does not include the file name).",-
OutputChannelConfig,output,Delimiter,delimiter,FileConfig,rune,scalar,-,-,yes,no,-,44,validator,comment,jets/compute_pipes/pipes_model.go:316,no,0,0,pass,reviewed,d3d87fc4eac8,"Field delimiter, as a code point (a json number).",-
OutputChannelConfig,output,DetectCrAsEol,detect_cr_as_eol,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:317,no,0,0,untestable,reviewed,afad6845d99f,"Detect whether \r is used as eol (csv, headerless_csv).",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,DetectEncoding,detect_encoding,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:318,no,0,0,untestable,reviewed,6d03e1b91b30,"Detect the file encoding (limited), for text formats.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,DiscardFileHeaders,discard_file_headers,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:319,no,0,0,untestable,reviewed,6bab5bb10f13,Discard the input file's headers; headers then come from the configuration or the schema provider.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,DomainClass,domain_class,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:320,no,0,0,pass,reviewed,530620eacfdc,Domain class of the records.,-
OutputChannelConfig,output,DomainKeys,domain_keys,FileConfig,map[string]any,map,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:321,no,0,0,pass,reviewed,ad06d5ef92f6,Domain key configuration for the records.,-
OutputChannelConfig,output,DropExcedentHeaders,drop_excedent_headers,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:322,no,0,0,untestable,reviewed,db3c73ae16f4,Drop headers beyond the configured columns.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,Encoding,encoding,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:323,no,0,0,pass,reviewed,e93b90d73d79,Character encoding of the file.,-
OutputChannelConfig,output,EnforceRowMaxLength,enforce_row_max_length,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:324,no,0,0,untestable,reviewed,7d08f7d4ab68,Fail rows with extra characters past the last field (text formats).,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,EnforceRowMinLength,enforce_row_min_length,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:325,no,0,0,untestable,reviewed,51b71dfc7f70,Require all columns in the input record; otherwise missing columns are null (text formats).,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,EolByte,eol_byte,FileConfig,byte,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:326,no,0,0,untestable,reviewed,75b59688e25f,"Byte to use as eol (csv, headerless_csv).",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,FailOnEmptyColumnName,fail_on_empty_column_name,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:327,no,0,0,untestable,reviewed,f0b10fd7970a,"Fail when a column name is empty (csv), preventing a data row from standing as headers.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,FileKey,file_key,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:328,no,0,0,untestable,reviewed,7a00c872c250,"S3 object key of the file, or its directory when is_part_files; on output configs this is the output location.",applicable/required ruled by Michel 2026-08-16 (bucket-2 review): the token never reads this field.
OutputChannelConfig,output,LookbackPeriods,lookback_periods,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:329,no,0,0,untestable,reviewed,d46eeb03756b,"Reads earlier source periods when the input is selected by explicit file_key from the stage area: the key is expanded once per period, substituting ${PERIOD_ID}, and the file listings are concatenated. Format: 'N' reads the current period plus N periods back; 'offset:last' reads current-offset back through current-last ('1:1' is the previous period only). Values may reference env vars; ${PERIOD_ID_TYPE} must name the current period id in the env.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,FileName,file_name,FileConfig,string,scalar,-,-,yes,no,-,-,none,corpus,-,no,3,2,pass,reviewed,fc846e0f2458,File name of the output file (type output).,-
OutputChannelConfig,output,FixedWidthColumnsCsv,fixed_width_columns_csv,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:331,no,0,0,pass,reviewed,98149305bf52,"Column names and offsets for the fixed_width format, as csv text.",-
OutputChannelConfig,output,Format,format,FileConfig,string,scalar,-,csv|headerless_csv|fixed_width|parquet,yes,conditional,absent(schema_provider),-,none,validator,jets/compute_pipes/actions_start_common.go:1647,no,3,2,pass,reviewed,496d25e581e5,"Format: file format, range values: csv, headerless_csv, fixed_width.","B.7 corrected required=no: rejected when empty, but syncOutputChannelWithSchemaProvider (:1388) can supply it from the provider - the device_writer_type shape. B.9 correction (2026-08-16, criterion: a real config that fails means the schema is wrong): parquet added - the validator normalises parquet-prefixed formats and the parquet writer exists; 2 live configs write parquet."
OutputChannelConfig,output,InputFormatDataJson,input_format_data_json,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:333,no,0,0,untestable,reviewed,5eb8e4574794,"Format-specific reader config as json, eg the sheet name for xlsx.",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,IsPartFiles,is_part_files,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:334,no,0,0,untestable,reviewed,ef825d8e3967,The file key is a directory of part files rather than a single file.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
